  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
   174,     P-803,   2019/11/08 17:26:31,           1-32,       4,       -15.486,      -116.454,         18021,       0,    1,                                        ,                                        ,                 H2O, 1573259496.96,         0.192,         0.373,        12.317,        -0.001,        -0.002,         0.274,        82.199,        35.134,         0.991,        61.049,         0.866,        -0.695,       -0.0000,       -0.0000,    0,        40.812,         1,      32,       4,  DGK_norm,       0
   175,     P-803,   2019/11/08 17:35:27,           1-32,       5,       -15.456,      -116.519,         17293,       0,    1,                                        ,                                        ,                 H2O, 1573260032.56,         0.195,         0.435,        13.322,        -0.001,        -0.002,         0.301,        78.344,        34.279,         0.954,        56.632,         0.865,        -0.828,       -0.0000,       -0.0000,    0,        40.688,         1,      32,       4,  DGK_norm,       0
   176,     P-804,   2019/11/08 17:45:01,           1-33,       1,       -14.823,      -115.217,         17966,      -1,    1,                                        ,                                        ,                 H2O, 1573260606.85,         0.169,         0.418,        13.900,        -0.001,        -0.001,         0.315,        81.791,        35.441,         0.973,        60.163,         0.866,        -0.770,        0.0000,        0.0000,    0,        40.688,         1,      33,       4,  DGK_norm,       0
   177,     P-804,   2019/11/08 17:53:58,           1-33,       2,       -14.826,      -115.216,         17902,      -1,    1,                                        ,                                        ,                 H2O, 1573261143.07,         0.195,         0.410,        11.273,        -0.001,        -0.004,         0.255,        81.770,        35.018,         0.960,        58.962,         0.865,        -0.973,       -0.0000,       -0.0000,    0,        40.562,         1,      33,       4,  DGK_norm,       0
   178,     P-804,   2019/11/08 18:02:54,           1-33,       3,       -14.811,      -115.183,         17269,      -1,    1,                                        ,                                        ,                 H2O, 1573261679.85,         0.195,         0.423,        12.559,        -0.001,        -0.002,         0.284,        78.297,        34.057,         0.927,        57.087,         0.864,        -0.907,        0.0000,        0.0000,    0,        40.500,         1,      33,       4,  DGK_norm,       0
   179,     P-804,   2019/11/08 18:11:50,           1-33,       4,       -14.844,      -115.455,         17519,       0,    1,                                        ,                                        ,                 H2O, 1573262216.08,         0.209,         0.402,        18.038,        -0.000,        -0.001,         0.419,        79.508,        34.597,         0.978,        58.263,         0.866,        -0.811,       -0.0000,       -0.0000,    0,        40.500,         1,      33,       4,  DGK_norm,       0
   180,     P-804,   2019/11/08 18:20:46,           1-33,       5,       -14.792,      -115.113,         17440,       0,    1,                                        ,                                        ,                 H2O, 1573262752.08,         0.180,         0.398,        15.103,        -0.001,        -0.000,         0.350,        79.222,        34.091,         0.978,        58.188,         0.865,        -0.855,       -0.0000,       -0.0000,    0,        40.312,         1,      33,       4,  DGK_norm,       0
   181,     P-805,   2019/11/08 18:30:21,           1-34,       1,       -15.433,      -116.402,         18007,      -1,    1,                                        ,                                        ,                 H2O, 1573263326.21,         0.199,         0.416,        17.921,        -0.000,        -0.001,         0.404,        81.948,        35.321,         1.012,        60.964,         0.865,        -0.638,        0.0000,        0.0000,    0,        40.812,         1,      34,       4,  DGK_norm,       0
   182,     P-805,   2019/11/08 18:39:16,           1-34,       2,       -15.418,      -116.430,         18161,      -1,    1,                                        ,                                        ,                 H2O, 1573263861.87,         0.195,         0.376,        16.659,         0.000,        -0.001,         0.368,        82.971,        35.730,         0.980,        60.404,         0.865,        -0.911,       -0.0000,       -0.0000,    0,        42.375,         1,      34,       4,  DGK_norm,       0
   183,     P-805,   2019/11/08 18:48:11,           1-34,       3,       -15.473,      -116.367,         17942,      -1,    1,                                        ,                                        ,                 H2O, 1573264396.71,         0.185,         0.408,        14.434,        -0.000,        -0.001,         0.309,        81.647,        35.408,         0.984,        60.047,         0.864,        -0.630,       -0.0000,       -0.0000,    0,        41.812,         1,      34,       4,  DGK_norm,       0
